0.000000,10.000000,20.000000,30.000000,40.000000,50.000000,60.000000
-5.000000,-5.000000,-5.000000,-5.000000,-5.000000,-5.000000,-5.000000
-5.000000,-5.000000,-5.000000,-5.000000,-5.000000,-5.000000,-5.000000
-5.000000,-5.000000,-5.000000,-5.000000,-5.000000,NaN,-5.000000
NaN,NaN,-5.000000,NaN,NaN,NaN,NaN
NaN,-5.000000,-5.000000,-5.000000,NaN,NaN,-5.000000
NaN,NaN,-5.000000,NaN,NaN,NaN,NaN
